user_id,history_purchases,coil_socio_1,coil_socio_2,coil_socio_3,coil_socio_4,coil_socio_5,coil_socio_6,coil_socio_7,coil_socio_8,coil_socio_9,coil_socio_10,coil_socio_11,coil_socio_12,coil_socio_13,coil_socio_14,coil_socio_15,coil_socio_16,coil_socio_17,coil_socio_18,coil_socio_19,coil_socio_20,coil_socio_21,coil_socio_22,coil_socio_23,coil_socio_24,coil_socio_25,coil_socio_26,coil_socio_27,coil_socio_28,coil_socio_29,coil_socio_30,coil_socio_31,coil_socio_32,coil_socio_33,coil_socio_34,coil_socio_35,coil_socio_36,coil_socio_37,coil_socio_38,coil_socio_39,coil_socio_40,coil_socio_41,coil_socio_42,coil_socio_43,social_category_idx,age_group_idx,avg_income_level,car_ownership,household_size,religion_idx,marital_status_idx,has_caravan
UCI000615,FF号码拖车险,39.0,1.0,3.0,3.0,9.0,0.0,5.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,6.0,0.0,2.0,7.0,2.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,6.0,1.0,3.0,9.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI000616,FF号码拖车险,41.0,1.0,3.0,3.0,10.0,0.0,7.0,0.0,2.0,6.0,0.0,3.0,3.0,1.0,6.0,0.0,6.0,3.0,3.0,0.0,4.0,2.0,0.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,9.0,3.0,3.0,3.0,2.0,7.0,1.0,5.0,4.0,0.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000617,FF号码拖车险,38.0,1.0,3.0,3.0,9.0,1.0,1.0,2.0,6.0,5.0,1.0,4.0,3.0,2.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,1.0,5.0,3.0,8.0,1.0,4.0,1.0,5.0,8.0,1.0,5.0,4.0,1.0,1.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000618,FF号码拖车险,38.0,1.0,3.0,3.0,9.0,0.0,3.0,0.0,6.0,7.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,6.0,3.0,5.0,4.0,5.0,3.0,3.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000619,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",39.0,2.0,5.0,2.0,9.0,1.0,5.0,0.0,3.0,7.0,1.0,2.0,0.0,0.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,7.0,6.0,2.0,2.0,6.0,3.0,0.0,4.0,5.0,0.0,0.0,4.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI000620,"V号码人寿储蓄险,KK号码丧葬险",3.0,1.0,3.0,4.0,1.0,0.0,6.0,1.0,3.0,7.0,0.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,2.0,7.0,6.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000621,"V号码人寿储蓄险,AA号码法律费用险,KK号码丧葬险",39.0,1.0,2.0,2.0,9.0,0.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,6.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,5.0,0.0,8.0,1.0,5.0,1.0,4.0,8.0,1.0,6.0,3.0,1.0,1.0,0.0,2.0,5.0,0,0,0.0,0.0,0.0,0,0,1
UCI000622,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",37.0,1.0,3.0,3.0,8.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,7.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000623,KK号码丧葬险,32.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,5.0,5.0,1.0,4.0,3.0,4.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,5.0,3.0,8.0,1.0,5.0,0.0,4.0,7.0,2.0,6.0,3.0,1.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000624,"A号码次标准车险,V号码人寿储蓄险,DD号码农机责任险",41.0,1.0,3.0,3.0,10.0,0.0,7.0,0.0,3.0,8.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,0.0,2.0,7.0,5.0,4.0,0.0,6.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000625,,9.0,1.0,2.0,2.0,3.0,0.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,2.0,4.0,2.0,0.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,0.0,3.0,2.0,5.0,0.0,7.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000626,"V号码人寿储蓄险,KK号码丧葬险",33.0,1.0,3.0,3.0,8.0,0.0,7.0,0.0,2.0,8.0,0.0,1.0,0.0,3.0,6.0,0.0,3.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,7.0,0.0,4.0,5.0,7.0,2.0,0.0,7.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000627,"Y号码特殊车险,MM号码养老金计划",33.0,1.0,3.0,3.0,8.0,1.0,4.0,1.0,5.0,7.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,6.0,7.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,2.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,1
UCI000628,,31.0,1.0,3.0,3.0,7.0,1.0,4.0,1.0,5.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,7.0,1.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,7.0,2.0,6.0,1.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000629,KK号码丧葬险,31.0,1.0,4.0,2.0,7.0,0.0,9.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,4.0,0.0,5.0,0.0,9.0,0.0,3.0,2.0,4.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000630,"V号码人寿储蓄险,AA号码法律费用险,KK号码丧葬险",34.0,1.0,4.0,3.0,8.0,1.0,4.0,2.0,3.0,7.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,6.0,2.0,2.0,7.0,2.0,0.0,4.0,5.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000631,,34.0,1.0,3.0,3.0,8.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,7.0,5.0,4.0,0.0,5.0,4.0,0.0,2.0,3.0,2.0,3.0,8.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000632,KK号码丧葬险,39.0,1.0,3.0,3.0,9.0,0.0,4.0,1.0,4.0,7.0,0.0,2.0,2.0,3.0,5.0,0.0,2.0,7.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,4.0,3.0,6.0,5.0,2.0,3.0,7.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI000633,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",9.0,1.0,2.0,3.0,3.0,0.0,7.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,8.0,5.0,2.0,3.0,3.0,6.0,3.0,4.0,4.0,0.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000634,KK号码丧葬险,33.0,1.0,2.0,3.0,8.0,0.0,7.0,0.0,2.0,7.0,2.0,0.0,0.0,5.0,4.0,0.0,3.0,6.0,2.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,0.0,9.0,4.0,4.0,2.0,6.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000635,"V号码人寿储蓄险,Y号码特殊车险,AA号码法律费用险,KK号码丧葬险",3.0,1.0,2.0,5.0,1.0,0.0,8.0,0.0,1.0,7.0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,8.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,6.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000636,Y号码特殊车险,26.0,1.0,1.0,6.0,6.0,0.0,5.0,1.0,4.0,1.0,1.0,8.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,3.0,6.0,9.0,0.0,1.0,0.0,8.0,6.0,3.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000637,"V号码人寿储蓄险,KK号码丧葬险",9.0,1.0,4.0,3.0,3.0,0.0,6.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,5.0,4.0,0.0,4.0,5.0,7.0,2.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000638,KK号码丧葬险,12.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,5.0,6.0,3.0,0.0,0.0,4.0,5.0,5.0,3.0,2.0,5.0,0.0,0.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,9.0,6.0,3.0,0.0,2.0,7.0,0.0,3.0,4.0,3.0,1.0,7.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI000639,KK号码丧葬险,13.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,6.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000640,Y号码特殊车险,22.0,1.0,2.0,2.0,5.0,0.0,8.0,1.0,1.0,2.0,2.0,6.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,0.0,9.0,0.0,7.0,1.0,2.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI000641,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",10.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,6.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,0.0,5.0,4.0,8.0,1.0,1.0,5.0,4.0,2.0,1.0,6.0,1.0,0.0,5.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI000642,,36.0,1.0,2.0,3.0,8.0,1.0,5.0,2.0,3.0,5.0,1.0,3.0,0.0,2.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,3.0,3.0,9.0,0.0,6.0,1.0,3.0,7.0,2.0,3.0,3.0,4.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000643,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",22.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,4.0,7.0,0.0,2.0,0.0,2.0,7.0,2.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,7.0,0.0,4.0,5.0,6.0,1.0,2.0,7.0,2.0,0.0,6.0,3.0,0.0,0.0,4.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI000644,Y号码特殊车险,31.0,1.0,2.0,4.0,7.0,0.0,6.0,0.0,3.0,4.0,0.0,5.0,3.0,4.0,3.0,0.0,4.0,5.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,2.0,4.0,3.0,9.0,0.0,5.0,0.0,4.0,5.0,4.0,6.0,2.0,1.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000645,"V号码人寿储蓄险,Y号码特殊车险,II号码残障险,KK号码丧葬险",30.0,1.0,2.0,4.0,7.0,2.0,6.0,2.0,2.0,2.0,0.0,7.0,4.0,3.0,2.0,0.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,7.0,1.0,1.0,8.0,5.0,0.0,4.0,9.0,0.0,4.0,3.0,3.0,0.0,0.0,3.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI000646,FF号码拖车险,13.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,6.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000647,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",9.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,6.0,2.0,2.0,6.0,3.0,1.0,4.0,4.0,1.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000648,"CC号码农用拖拉机险,KK号码丧葬险",40.0,1.0,3.0,2.0,10.0,0.0,6.0,0.0,3.0,6.0,3.0,0.0,0.0,5.0,4.0,1.0,7.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,9.0,4.0,5.0,0.0,3.0,6.0,0.0,4.0,4.0,2.0,0.0,5.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000649,KK号码丧葬险,6.0,2.0,3.0,2.0,2.0,2.0,5.0,0.0,3.0,9.0,0.0,0.0,3.0,3.0,4.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,2.0,7.0,3.0,6.0,0.0,0.0,0.0,3.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI000650,Y号码特殊车险,33.0,1.0,3.0,3.0,8.0,2.0,7.0,0.0,0.0,9.0,0.0,0.0,3.0,2.0,4.0,0.0,3.0,6.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,7.0,2.0,0.0,9.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000651,V号码人寿储蓄险,3.0,1.0,3.0,4.0,1.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,4.0,6.0,9.0,0.0,0.0,6.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000652,"P号码剩余价值险,V号码人寿储蓄险,KK号码丧葬险",24.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,2.0,7.0,5.0,2.0,2.0,8.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI000653,KK号码丧葬险,33.0,1.0,3.0,3.0,8.0,1.0,4.0,1.0,4.0,6.0,0.0,3.0,2.0,2.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,6.0,6.0,1.0,2.0,6.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000654,,32.0,1.0,3.0,4.0,7.0,1.0,5.0,1.0,3.0,8.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,7.0,0.0,2.0,5.0,4.0,2.0,3.0,4.0,1.0,0.0,4.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000655,Y号码特殊车险,33.0,1.0,3.0,3.0,8.0,0.0,1.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,8.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,5.0,3.0,9.0,0.0,5.0,2.0,3.0,7.0,2.0,1.0,6.0,3.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000656,Y号码特殊车险,28.0,1.0,2.0,5.0,6.0,1.0,7.0,1.0,1.0,6.0,1.0,3.0,3.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,5.0,0.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,0.0,4.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000657,"Y号码特殊车险,KK号码丧葬险",37.0,1.0,3.0,3.0,8.0,0.0,6.0,1.0,3.0,8.0,1.0,1.0,1.0,3.0,6.0,0.0,3.0,6.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,2.0,4.0,4.0,1.0,2.0,7.0,7.0,1.0,2.0,6.0,3.0,2.0,2.0,6.0,0.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000658,"P号码剩余价值险,V号码人寿储蓄险,KK号码丧葬险",39.0,1.0,3.0,3.0,9.0,0.0,5.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,6.0,0.0,2.0,7.0,2.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,6.0,1.0,3.0,9.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI000659,Y号码特殊车险,33.0,1.0,2.0,4.0,8.0,0.0,5.0,2.0,2.0,9.0,0.0,0.0,0.0,6.0,3.0,7.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,7.0,0.0,2.0,5.0,2.0,0.0,6.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000660,,33.0,1.0,3.0,4.0,8.0,0.0,5.0,0.0,4.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,7.0,0.0,4.0,5.0,9.0,0.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000661,FF号码拖车险,24.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,6.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,4.0,6.0,0.0,3.0,6.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI000662,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",8.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,3.0,7.0,1.0,2.0,0.0,2.0,7.0,5.0,3.0,2.0,3.0,1.0,0.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,8.0,7.0,0.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,6.0,7.0,0,0,0.0,0.0,0.0,0,0,1
UCI000663,,38.0,1.0,2.0,3.0,9.0,0.0,3.0,2.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,7.0,2.0,5.0,2.0,3.0,1.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI000664,KK号码丧葬险,7.0,1.0,2.0,5.0,2.0,1.0,8.0,0.0,1.0,6.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,6.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,4.0,5.0,7.0,2.0,1.0,6.0,3.0,3.0,3.0,4.0,1.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000665,"V号码人寿储蓄险,W号码汽车险,Y号码特殊车险,KK号码丧葬险",38.0,1.0,3.0,3.0,9.0,0.0,3.0,0.0,6.0,7.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,6.0,3.0,5.0,4.0,5.0,3.0,3.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000666,KK号码丧葬险,28.0,1.0,2.0,4.0,6.0,1.0,7.0,1.0,2.0,7.0,1.0,2.0,2.0,6.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,7.0,7.0,0.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,0.0,4.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000667,"S号码亲属责任险,NN号码家庭险",8.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,6.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,6.0,6.0,2.0,2.0,6.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI000668,"V号码人寿储蓄险,KK号码丧葬险",1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,7.0,0.0,2.0,0.0,0.0,9.0,3.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,0.0,9.0,6.0,3.0,0.0,3.0,6.0,3.0,4.0,0.0,3.0,0.0,4.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI000669,Y号码特殊车险,31.0,1.0,3.0,3.0,7.0,0.0,2.0,3.0,4.0,6.0,0.0,3.0,2.0,0.0,7.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,7.0,0.0,9.0,0.0,7.0,0.0,2.0,9.0,0.0,2.0,5.0,3.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI000670,"Y号码特殊车险,MM号码养老金计划",38.0,1.0,2.0,2.0,9.0,0.0,4.0,2.0,4.0,7.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,8.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,8.0,0.0,3.0,6.0,7.0,1.0,1.0,8.0,1.0,0.0,7.0,2.0,0.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,1
UCI000671,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",24.0,1.0,2.0,2.0,5.0,0.0,4.0,0.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,3.0,5.0,0.0,7.0,2.0,7.0,0.0,2.0,9.0,0.0,3.0,4.0,2.0,1.0,0.0,4.0,2.0,0,0,0.0,0.0,0.0,0,0,1
UCI000672,V号码人寿储蓄险,1.0,1.0,2.0,4.0,1.0,0.0,4.0,0.0,5.0,7.0,0.0,2.0,2.0,5.0,2.0,4.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,0.0,0.0,2.0,7.0,0.0,2.0,5.0,2.0,0.0,6.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI000673,"V号码人寿储蓄险,KK号码丧葬险",33.0,2.0,3.0,3.0,8.0,0.0,4.0,0.0,5.0,7.0,0.0,2.0,2.0,1.0,6.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,6.0,2.0,4.0,5.0,5.0,2.0,3.0,8.0,1.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI000674,,6.0,2.0,4.0,2.0,2.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,8.0,4.0,5.0,1.0,5.0,1.0,0.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0,9.0,8.0,1.0,0.0,3.0,6.0,0.0,3.0,5.0,2.0,0.0,5.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI000675,Y号码特殊车险,3.0,1.0,2.0,3.0,1.0,0.0,6.0,1.0,3.0,5.0,0.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,7.0,7.0,0.0,2.0,7.0,2.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI000676,,11.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,0.0,4.0,5.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,7.0,2.0,5.0,3.0,2.0,0.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,0
